PATIENT ID,SECESSION CIVIL WAR BINARY,SECESSION CIVIL WAR YES/NO,GENDER BINARY,GENDER,AGE,AGE 60 PLUS,60 PLUS YES/NO,1ST AMENDMENT LOSS YES/NO,1ST AMENDMENT LOSS BINARY,2ND AMENDMENT LOSS YES/NO,2ND AMENDMENT LOSS BINARY,PARTISANSHIP YES/NO,PARTISANSHIP BINARY,HIGHER TAXES YES/NO,HIGHER TAXES BINARY,VOTER FRAUD YES/NO,VOTER FRAUD BINARY,BIG TECH YES/NO,BIG TECH BINARY,DYSFUNCTIONAL GOV BINARY,DYSFUNCTIONAL GOV YES/NO,OLIGARCHY BINARY,OLIGARCHY YES/NO,BORDER LOSS BINARY,BORDER LOSS YES/NO,SCANDALS IN BIDEN WH BINARY,SCANDALS IN BIDEN WH YES/NO,LOSS OF ENERGY BINARY,LOSS OF ENERGY YES/NO,COVID ISSUES BINARY,COVID ISSUES YES/NO,JOB LOSS BINARY,JOB LOSS YES/NO,1619 VS 1776 BINARY,1619 VS 1776 YES/NO
P6706,1,Yes,0,Female,82,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6707,1,Yes,0,Female,72,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6708,1,Yes,0,Female,66,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P6709,1,Yes,0,Female,26,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6710,1,Yes,1,Male,42,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6711,1,Yes,1,Male,43,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,No,1,No
P6712,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6713,1,Yes,1,Male,62,1,Yes,Yes,1,No,0,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6714,1,Yes,0,Female,32,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6715,1,Yes,0,Female,80,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6716,0,No,1,Male,55,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6717,1,Yes,1,Male,38,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6718,1,Yes,1,Male,49,0,Yes,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P6719,1,Yes,0,Female,84,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6720,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6721,0,No,1,Male,39,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6722,0,No,0,Female,67,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6723,1,Yes,0,Female,74,1,Yes,Yes,1,No,0,No,0,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6724,1,Yes,1,Male,29,0,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6725,1,Yes,0,Female,71,1,Yes,No,0,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6726,1,Yes,0,Female,67,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6727,0,No,1,Male,69,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P6728,1,Yes,1,Male,62,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6729,0,No,1,Male,68,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6730,0,No,0,Female,60,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6731,1,Yes,1,Male,43,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6732,1,Yes,0,Female,50,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6733,1,Yes,0,Female,43,0,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6734,1,Yes,1,Male,60,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6735,1,Yes,0,Female,28,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6736,1,Yes,0,Female,79,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6737,1,Yes,0,Female,32,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6738,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6739,0,No,0,Female,47,0,No,Yes,1,Yes,1,No,0,No,0,No,0,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6740,0,No,0,Female,50,0,No,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,0,No,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P6741,1,Yes,1,Male,71,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6742,0,No,1,Male,36,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6743,1,Yes,0,Female,88,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6744,1,Yes,1,Male,60,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6745,1,Yes,0,Female,53,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6746,1,Yes,1,Male,46,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6747,1,Yes,1,Male,57,0,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6748,1,Yes,1,Male,56,0,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6749,1,Yes,0,Female,40,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6750,1,Yes,1,Male,50,0,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P6751,1,Yes,1,Male,46,0,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6752,1,Yes,1,Male,47,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6753,1,Yes,1,Male,69,1,Yes,No,0,Yes,1,No,0,No,0,No,0,Yes,1,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P6754,1,Yes,1,Male,58,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6755,1,Yes,1,Male,71,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6756,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6757,1,Yes,1,Male,57,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P6758,1,Yes,0,Female,76,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6759,1,Yes,1,Male,49,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6760,1,Yes,1,Male,38,0,Yes,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6761,0,No,0,Female,34,0,No,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,1,Yes,0,No,1,Yes,1,Yes,0,Yes,1,Yes,1,Yes,1,Yes
P6762,0,No,1,Male,34,0,No,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6763,0,No,1,Male,61,0,No,No,0,Yes,1,No,0,No,0,No,0,No,0,1,Yes,0,No,1,Yes,1,Yes,0,Yes,1,Yes,1,Yes,1,Yes
P6764,0,No,0,Female,80,1,No,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6765,0,No,0,Female,50,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P6766,0,No,0,Female,71,1,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P6767,0,No,1,Male,60,0,No,Yes,1,No,0,No,0,No,0,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6768,1,Yes,0,Female,65,1,Yes,Yes,1,No,0,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6769,1,Yes,0,Female,43,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6770,1,Yes,0,Female,62,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6771,1,Yes,1,Male,38,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6772,1,Yes,1,Male,41,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6773,1,Yes,1,Male,58,0,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6774,1,Yes,1,Male,32,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P6775,1,Yes,0,Female,64,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6776,1,Yes,1,Male,71,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6777,1,Yes,1,Male,54,0,No,Yes,1,No,0,No,0,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6778,1,Yes,1,Male,41,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6779,1,Yes,1,Male,65,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6780,1,Yes,0,Female,43,0,No,No,0,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6781,0,No,0,Female,33,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6782,0,No,1,Male,37,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6783,1,Yes,0,Female,48,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6784,0,No,0,Female,40,0,No,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P6785,1,Yes,1,Male,75,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6786,1,Yes,1,Male,59,0,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6787,0,No,0,Female,55,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6788,1,Yes,1,Male,61,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6789,0,No,1,Male,68,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P6790,0,No,1,Male,84,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6791,1,Yes,0,Female,72,1,Yes,Yes,1,No,0,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6792,0,No,0,Female,86,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6793,0,No,0,Female,43,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6794,1,Yes,0,Female,53,0,Yes,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,0,No,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P6795,0,No,1,Male,47,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6796,1,Yes,1,Male,39,0,Yes,No,0,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6797,0,No,0,Female,83,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6798,1,Yes,1,Male,57,0,No,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6799,1,Yes,1,Male,49,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6800,0,No,1,Male,62,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6801,1,Yes,1,Male,47,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6802,0,No,1,Male,67,1,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6803,1,Yes,0,Female,59,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6804,0,No,1,Male,54,0,No,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6805,1,Yes,1,Male,70,1,Yes,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6806,1,Yes,0,Female,75,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6807,0,No,0,Female,60,1,Yes,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6808,0,No,1,Male,87,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6809,0,No,0,Female,51,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6810,0,No,1,Male,67,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6811,1,Yes,1,Male,67,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6812,1,Yes,1,Male,64,1,Yes,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6813,0,No,0,Female,70,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6814,1,Yes,0,Female,55,0,No,Yes,1,Yes,1,No,0,No,0,No,0,No,0,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P6815,1,Yes,1,Male,73,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6816,1,Yes,1,Male,36,0,No,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,0,No,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P6817,1,Yes,1,Male,63,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6818,1,Yes,1,Male,47,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6819,0,No,0,Female,80,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6820,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6821,0,No,1,Male,89,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6822,1,Yes,1,Male,73,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6823,1,Yes,1,Male,66,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6824,1,Yes,1,Male,66,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6825,1,Yes,0,Female,69,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6826,1,Yes,1,Male,65,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6827,1,Yes,0,Female,93,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6828,1,Yes,1,Male,85,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6829,0,Yes,1,Male,40,0,No,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6830,1,Yes,1,Male,51,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6831,0,No,1,Male,82,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6832,0,No,1,Male,72,1,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6833,0,No,0,Female,70,1,Yes,Yes,1,No,0,No,0,No,0,No,0,No,0,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P6834,0,No,1,Male,62,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6835,1,Yes,1,Male,57,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6836,1,Yes,0,Female,56,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6837,1,Yes,0,Female,56,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6838,0,No,0,Female,53,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6839,0,No,0,Female,52,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6840,1,Yes,1,Male,37,0,No,Yes,1,No,0,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6841,1,Yes,1,Male,71,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6842,0,No,0,Female,38,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6843,1,Yes,1,Male,81,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P6844,1,Yes,0,Female,78,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
